"","UniqueCarrier","FlightNum"
"10698","OO",4062
"10699","OO",5865
"10700","OO",6320
"10701","OO",1978
"10702","OO",3823
"10703","OO",4022
"10704","OO",4023
"10705","OO",4039
"10706","OO",4062
"10707","OO",5936
"10708","OO",4022
"10709","OO",4039
"10710","OO",4062
"10711","OO",5936
"10712","OO",4022
"10713","OO",4023
"10714","OO",4039
"10715","OO",4062
"10716","OO",5936
"10717","OO",4022
"10718","OO",4023
"10719","OO",4039
"10720","OO",4062
"10721","OO",5936
"10722","OO",3812
"10723","OO",4022
"10724","OO",4023
"10725","OO",4039
"10726","OO",4062
"10727","OO",5936
"10728","OO",3823
"10729","OO",4022
"10730","OO",4023
"10731","OO",4039
"10732","OO",4062
"10733","OO",5936
"10734","OO",1978
"10735","OO",3812
"10736","OO",4022
"10737","OO",4023
"10738","OO",4039
"10739","OO",4062
"10740","OO",5936
"10741","OO",4022
"10742","OO",4023
"10743","OO",4039
"10744","OO",4062
"10745","OO",5936
"10746","OO",4022
"10747","OO",4039
"10748","OO",4062
"10749","OO",5936
"10750","OO",4022
"10751","OO",4023
"10752","OO",4039
"10753","OO",4062
"10754","OO",5936
"10755","OO",4022
"10756","OO",4023
"10757","OO",4039
"10758","OO",4062
"10759","OO",5936
"10760","OO",4022
"10761","OO",4023
"10762","OO",4039
"10763","OO",4062
"10764","OO",5936
"10765","OO",3823
"10766","OO",4022
"10767","OO",4023
"10768","OO",4039
"10769","OO",4062
"10770","OO",5936
"10771","OO",4022
"10772","OO",4023
"10773","OO",4039
"10774","OO",4062
"10775","OO",5936
"10776","OO",3812
"10777","OO",4022
"10778","OO",4023
"10779","OO",4039
"10780","OO",4062
"10781","OO",5936
"10782","OO",4022
"10783","OO",4039
"10784","OO",4062
"10785","OO",5936
"10786","OO",4022
"10787","OO",4023
"10788","OO",4039
"10789","OO",4062
"10790","OO",5936
"10791","OO",4022
"10792","OO",4023
"10793","OO",4039
"10794","OO",4062
"10795","OO",5936
"10796","OO",4022
"10797","OO",4023
"10798","OO",4039
"10799","OO",4062
"10800","OO",5936
"10801","OO",4022
"10802","OO",4023
"10803","OO",4039
"10804","OO",4062
"10805","OO",5936
"10806","OO",1978
"10807","OO",3812
"10808","OO",4022
"10809","OO",4023
"10810","OO",4039
"10811","OO",4062
"10812","OO",5936
"10813","OO",4022
"10814","OO",4023
"10815","OO",4039
"10816","OO",4062
"10817","OO",5936
"10818","OO",4022
"10819","OO",4039
"10820","OO",4062
"10821","OO",5936
"10822","OO",4022
"10823","OO",4023
"10824","OO",4039
"10825","OO",4062
"10826","OO",5936
"10827","OO",3823
"10828","OO",4022
"10829","OO",4023
"10830","OO",4039
"10831","OO",4062
"10832","OO",5936
"10833","OO",6783
"10834","UA",140
"10835","UA",140
"10836","UA",140
"10837","UA",140
"10838","UA",140
"10839","UA",140
"10840","UA",251
"10841","UA",251
"10842","UA",251
"10843","UA",251
"10844","UA",251
"10845","UA",251
"10846","UA",284
"10847","UA",284
"10848","UA",284
"10849","UA",284
"10850","UA",284
"10851","UA",284
"10852","UA",284
"10853","UA",284
"10854","UA",284
"10855","UA",284
"10856","UA",284
"10857","UA",284
"10858","UA",284
"10859","UA",284
"10860","UA",284
"10861","UA",284
"10862","UA",284
"10863","UA",284
"10864","UA",284
"10865","UA",284
"10866","UA",284
"10867","UA",284
"10868","UA",284
"10869","UA",284
"10870","UA",284
"10871","UA",377
"10872","UA",377
"10873","UA",377
"10874","UA",377
"10875","UA",377
"10876","UA",377
"10877","UA",377
"10878","UA",377
"10879","UA",377
"10880","UA",377
"10881","UA",377
"10882","UA",377
"10883","UA",377
"10884","UA",377
"10885","UA",377
"10886","UA",377
"10887","UA",377
"10888","UA",377
"10889","UA",377
"10890","UA",377
"10891","UA",377
"10892","UA",377
"10893","UA",377
"10894","UA",377
"10895","UA",377
"10896","UA",377
"10897","UA",377
"10898","UA",377
"10899","UA",377
"10900","UA",377
"10901","UA",377
"10902","UA",511
"10903","UA",511
"10904","UA",511
"10905","UA",511
"10906","UA",511
"10907","UA",511
"10908","UA",511
"10909","UA",511
"10910","UA",511
"10911","UA",511
"10912","UA",511
"10913","UA",511
"10914","UA",511
"10915","UA",511
"10916","UA",511
"10917","UA",511
"10918","UA",511
"10919","UA",511
"10920","UA",511
"10921","UA",511
"10922","UA",511
"10923","UA",511
"10924","UA",511
"10925","UA",511
"10926","UA",511
"10927","UA",556
"10928","UA",556
"10929","UA",556
"10930","UA",556
"10931","UA",556
"10932","UA",556
"10933","UA",642
"10934","UA",642
"10935","UA",642
"10936","UA",642
"10937","UA",642
"10938","UA",642
"10939","UA",736
"10940","UA",736
"10941","UA",736
"10942","UA",736
"10943","UA",736
"10944","UA",736
"10945","UA",736
"10946","UA",736
"10947","UA",736
"10948","UA",736
"10949","UA",736
"10950","UA",736
"10951","UA",736
"10952","UA",736
"10953","UA",736
"10954","UA",736
"10955","UA",736
"10956","UA",736
"10957","UA",736
"10958","UA",736
"10959","UA",736
"10960","UA",736
"10961","UA",736
"10962","UA",736
"10963","UA",736
"10964","UA",775
"10965","UA",775
"10966","UA",775
"10967","UA",775
"10968","UA",775
"10969","UA",775
"10970","UA",775
"10971","UA",775
"10972","UA",775
"10973","UA",775
"10974","UA",775
"10975","UA",775
"10976","UA",775
"10977","UA",775
"10978","UA",775
"10979","UA",775
"10980","UA",775
"10981","UA",775
"10982","UA",775
"10983","UA",775
"10984","UA",775
"10985","UA",775
"10986","UA",775
"10987","UA",775
"10988","UA",775
"10989","UA",775
"10990","UA",775
"10991","UA",775
"10992","UA",775
"10993","UA",775
"10994","UA",775
"10995","UA",1025
"10996","UA",1025
"10997","UA",1025
"10998","UA",1143
"10999","UA",1143
"11000","UA",1143
"11001","UA",1143
"11002","UA",1143
"11003","UA",1143
"11004","UA",1229
"11005","UA",1229
"11006","UA",1229
"11007","UA",1229
"11008","UA",1229
"11009","UA",1229
"11010","UA",1229
"11011","UA",1229
"11012","UA",1229
"11013","UA",1229
"11014","UA",1229
"11015","UA",1229
"11016","UA",1229
"11017","UA",1229
"11018","UA",1229
"11019","UA",1229
"11020","UA",1229
"11021","UA",1229
"11022","UA",1229
"11023","UA",1229
"11024","UA",1229
"11025","UA",1229
"11026","US",849
"11027","US",1681
"11028","US",70
"11029","US",92
"11030","US",280
"11031","US",849
"11032","US",1681
"11033","US",70
"11034","US",92
"11035","US",280
"11036","US",849
"11037","US",1681
"11038","US",70
"11039","US",92
"11040","US",280
"11041","US",849
"11042","US",1681
"11043","US",70
"11044","US",92
"11045","US",280
"11046","US",849
"11047","US",1640
"11048","US",1681
"11049","US",70
"11050","US",270
"11051","US",456
"11052","US",849
"11053","US",1681
"11054","US",70
"11055","US",472
"11056","US",644
"11057","US",849
"11058","US",1681
"11059","US",70
"11060","US",92
"11061","US",280
"11062","US",849
"11063","US",1681
"11064","US",70
"11065","US",92
"11066","US",280
"11067","US",849
"11068","US",1681
"11069","US",70
"11070","US",92
"11071","US",280
"11072","US",849
"11073","US",1681
"11074","US",70
"11075","US",92
"11076","US",280
"11077","US",849
"11078","US",1681
"11079","US",70
"11080","US",92
"11081","US",280
"11082","US",884
"11083","US",1681
"11084","US",70
"11085","US",456
"11086","US",621
"11087","US",849
"11088","US",1681
"11089","US",70
"11090","US",472
"11091","US",644
"11092","US",849
"11093","US",1681
"11094","US",70
"11095","US",92
"11096","US",280
"11097","US",849
"11098","US",1681
"11099","US",70
"11100","US",92
"11101","US",280
"11102","US",849
"11103","US",1681
"11104","US",70
"11105","US",92
"11106","US",280
"11107","US",849
"11108","US",1681
"11109","US",70
"11110","US",92
"11111","US",280
"11112","US",849
"11113","US",1681
"11114","US",70
"11115","US",92
"11116","US",280
"11117","US",884
"11118","US",1681
"11119","US",70
"11120","US",456
"11121","US",621
"11122","US",849
"11123","US",1681
"11124","US",70
"11125","US",472
"11126","US",644
"11127","US",849
"11128","US",1681
"11129","US",70
"11130","US",92
"11131","US",280
"11132","US",849
"11133","US",1681
"11134","US",70
"11135","US",92
"11136","US",280
"11137","US",849
"11138","US",1681
"11139","US",70
"11140","US",92
"11141","US",280
"11142","US",849
"11143","US",1681
"11144","US",70
"11145","US",92
"11146","US",280
"11147","US",849
"11148","US",1681
"11149","US",70
"11150","US",92
"11151","US",280
"11152","US",884
"11153","US",1681
"11154","US",70
"11155","US",456
"11156","US",621
"11157","US",849
"11158","US",1681
"11159","US",70
"11160","US",472
"11161","US",644
"11162","US",849
"11163","US",1681
"11164","US",70
"11165","US",92
"11166","US",280
"11167","US",849
"11168","US",1681
"11169","US",70
"11170","US",92
"11171","US",280
"11172","US",849
"11173","US",1681
"11174","US",70
"11175","US",92
"11176","US",280
"11177","US",849
"11178","US",1681
"11179","US",70
"11180","US",92
"11181","US",280
"11182","WN",823
"11183","WN",901
"11184","WN",570
"11185","WN",2124
"11186","WN",2183
"11187","WN",2840
"11188","WN",342
"11189","WN",49
"11190","WN",1392
"11191","WN",2096
"11192","WN",2555
"11193","WN",99
"11194","WN",367
"11195","WN",2014
"11196","WN",3408
"11197","WN",35
"11198","WN",43
"11199","WN",51
"11200","WN",16
"11201","WN",20
"11202","WN",24
"11203","WN",28
"11204","WN",30
"11205","WN",32
"11206","WN",36
"11207","WN",38
"11208","WN",40
"11209","WN",44
"11210","WN",48
"11211","WN",50
"11212","WN",52
"11213","WN",56
"11214","WN",60
"11215","WN",64
"11216","WN",3990
"11217","WN",1917
"11218","WN",2683
"11219","WN",53
"11220","WN",3290
"11221","WN",1085
"11222","WN",1287
"11223","WN",19
"11224","WN",27
"11225","WN",37
"11226","WN",47
"11227","WN",55
"11228","WN",3190
"11229","WN",3999
"11230","WN",205
"11231","WN",1257
"11232","WN",3244
"11233","WN",1213
"11234","WN",1258
"11235","WN",1354
"11236","WN",1950
"11237","WN",2678
"11238","WN",430
"11239","WN",578
"11240","WN",971
"11241","WN",1113
"11242","WN",588
"11243","WN",3841
"11244","WN",25
"11245","WN",1057
"11246","WN",3536
"11247","WN",519
"11248","WN",1140
"11249","WN",1195
"11250","WN",2853
"11251","WN",528
"11252","WN",714
"11253","WN",788
"11254","WN",1577
"11255","WN",1863
"11256","WN",3044
"11257","WN",3234
"11258","WN",3275
"11259","WN",956
"11260","WN",1230
"11261","WN",369
"11262","WN",2080
"11263","WN",2100
"11264","WN",2922
"11265","WN",3154
"11266","WN",332
"11267","WN",675
"11268","WN",2337
"11269","WN",2436
"11270","WN",3028
"11271","WN",2219
"11272","WN",3574
"11273","WN",3845
"11274","WN",11
"11275","WN",45
"11276","WN",720
"11277","WN",1601
"11278","WN",2579
"11279","WN",823
"11280","WN",901
"11281","WN",957
"11282","WN",231
"11283","WN",570
"11284","WN",1028
"11285","WN",2124
"11286","WN",2183
"11287","WN",2358
"11288","WN",3502
"11289","WN",342
"11290","WN",1188
"11291","WN",39
"11292","WN",49
"11293","WN",144
"11294","WN",1392
"11295","WN",2096
"11296","WN",7
"11297","WN",99
"11298","WN",2014
"11299","WN",3408
"11300","WN",1
"11301","WN",9
"11302","WN",21
"11303","WN",35
"11304","WN",43
"11305","WN",53
"11306","WN",2
"11307","WN",4
"11308","WN",6
"11309","WN",8
"11310","WN",10
"11311","WN",12
"11312","WN",16
"11313","WN",18
"11314","WN",20
"11315","WN",24
"11316","WN",26
"11317","WN",28
"11318","WN",30
"11319","WN",32
"11320","WN",34
"11321","WN",36
"11322","WN",38
"11323","WN",40
"11324","WN",42
"11325","WN",44
"11326","WN",46
"11327","WN",48
"11328","WN",50
"11329","WN",52
"11330","WN",54
"11331","WN",56
"11332","WN",58
"11333","WN",60
"11334","WN",64
"11335","WN",1636
"11336","WN",689
"11337","WN",2360
"11338","WN",2367
"11339","WN",195
"11340","WN",218
"11341","WN",807
"11342","WN",506
"11343","WN",1665
"11344","WN",5
"11345","WN",11
"11346","WN",19
"11347","WN",27
"11348","WN",33
"11349","WN",37
"11350","WN",47
"11351","WN",55
"11352","WN",1628
"11353","WN",205
"11354","WN",534
"11355","WN",2015
"11356","WN",3244
"11357","WN",23
"11358","WN",223
"11359","WN",237
"11360","WN",1258
"11361","WN",1950
"11362","WN",430
"11363","WN",971
"11364","WN",1026
"11365","WN",1113
"11366","WN",588
"11367","WN",1343
"11368","WN",3841
"11369","WN",3
"11370","WN",25
"11371","WN",51
"11372","WN",940
"11373","WN",2621
"11374","WN",519
"11375","WN",894
"11376","WN",969
"11377","WN",2174
"11378","WN",2445
"11379","WN",2974
"11380","WN",41
"11381","WN",78
"11382","WN",311
"11383","WN",521
"11384","WN",714
"11385","WN",788
"11386","WN",880
"11387","WN",1257
"11388","WN",1317
"11389","WN",1776
"11390","WN",3234
"11391","WN",1192
"11392","WN",2011
"11393","WN",877
"11394","WN",956
"11395","WN",1230
"11396","WN",1916
"11397","WN",31
"11398","WN",476
"11399","WN",1481
"11400","WN",1600
"11401","WN",2100
"11402","WN",3154
"11403","WN",3230
"11404","WN",1314
"11405","WN",63
"11406","WN",186
"11407","WN",609
"11408","WN",626
"11409","WN",1410
"11410","WN",2089
"11411","WN",2436
"11412","WN",3321
"11413","WN",426
"11414","WN",2176
"11415","WN",3574
"11416","WN",3845
"11417","WN",29
"11418","WN",45
"11419","WN",201
"11420","WN",968
"11421","WN",308
"11422","WN",1491
"11423","WN",1685
"11424","WN",3915
"11425","WN",823
"11426","WN",901
"11427","WN",957
"11428","WN",231
"11429","WN",570
"11430","WN",1028
"11431","WN",2124
"11432","WN",2183
"11433","WN",2358
"11434","WN",3502
"11435","WN",342
"11436","WN",1188
"11437","WN",39
"11438","WN",49
"11439","WN",144
"11440","WN",1392
"11441","WN",2096
"11442","WN",7
"11443","WN",99
"11444","WN",2014
"11445","WN",3408
"11446","WN",1
"11447","WN",9
"11448","WN",21
"11449","WN",35
"11450","WN",43
"11451","WN",53
"11452","WN",2
"11453","WN",4
"11454","WN",6
"11455","WN",8
"11456","WN",10
"11457","WN",12
"11458","WN",16
"11459","WN",18
"11460","WN",20
"11461","WN",24
"11462","WN",26
"11463","WN",28
"11464","WN",30
"11465","WN",32
"11466","WN",34
"11467","WN",36
"11468","WN",38
"11469","WN",40
"11470","WN",42
"11471","WN",44
"11472","WN",46
"11473","WN",48
"11474","WN",50
"11475","WN",52
"11476","WN",54
"11477","WN",56
"11478","WN",58
"11479","WN",60
"11480","WN",64
"11481","WN",1636
"11482","WN",689
"11483","WN",2360
"11484","WN",2367
"11485","WN",195
"11486","WN",218
"11487","WN",807
"11488","WN",506
"11489","WN",1665
"11490","WN",5
"11491","WN",11
"11492","WN",19
"11493","WN",27
"11494","WN",33
"11495","WN",37
"11496","WN",47
"11497","WN",55
"11498","WN",1628
"11499","WN",205
"11500","WN",534
"11501","WN",2015
"11502","WN",3244
"11503","WN",23
"11504","WN",223
"11505","WN",237
"11506","WN",1258
"11507","WN",1950
"11508","WN",430
"11509","WN",971
"11510","WN",1026
"11511","WN",1113
"11512","WN",588
"11513","WN",1343
"11514","WN",3841
"11515","WN",3
"11516","WN",25
"11517","WN",51
"11518","WN",940
"11519","WN",2621
"11520","WN",389
"11521","WN",519
"11522","WN",894
"11523","WN",969
"11524","WN",2174
"11525","WN",2445
"11526","WN",2974
"11527","WN",41
"11528","WN",78
"11529","WN",311
"11530","WN",521
"11531","WN",714
"11532","WN",788
"11533","WN",880
"11534","WN",1257
"11535","WN",1317
"11536","WN",1776
"11537","WN",3234
"11538","WN",1192
"11539","WN",2011
"11540","WN",877
"11541","WN",956
"11542","WN",1230
"11543","WN",1916
"11544","WN",31
"11545","WN",476
"11546","WN",1481
"11547","WN",1600
"11548","WN",2100
"11549","WN",3154
"11550","WN",3230
"11551","WN",1314
"11552","WN",63
"11553","WN",186
"11554","WN",609
"11555","WN",626
"11556","WN",1410
"11557","WN",2089
"11558","WN",2436
"11559","WN",3321
"11560","WN",426
"11561","WN",2176
"11562","WN",3574
"11563","WN",3845
"11564","WN",29
"11565","WN",45
"11566","WN",201
"11567","WN",968
"11568","WN",308
"11569","WN",1491
"11570","WN",1685
"11571","WN",3915
"11572","DL",1146
"11573","DL",1690
"11574","DL",8
"11575","DL",50
"11576","DL",601
"11577","DL",910
"11578","DL",1146
"11579","DL",1690
"11580","DL",8
"11581","DL",50
"11582","DL",601
"11583","DL",910
"11584","DL",1146
"11585","DL",1690
"11586","DL",8
"11587","DL",50
"11588","DL",601
"11589","DL",910
"11590","DL",1146
"11591","DL",1690
"11592","DL",8
"11593","DL",50
"11594","DL",1146
"11595","DL",1690
"11596","DL",8
"11597","DL",50
"11598","DL",1690
"11599","DL",8
"11600","DL",50
"11601","DL",601
"11602","DL",910
"11603","DL",1146
"11604","DL",1690
"11605","DL",8
"11606","DL",50
"11607","DL",601
"11608","DL",910
"11609","DL",1146
"11610","DL",1690
"11611","DL",8
"11612","DL",50
"11613","DL",601
"11614","DL",910
"11615","DL",1146
"11616","DL",1690
"11617","DL",8
"11618","DL",50
"11619","DL",601
"11620","DL",910
"11621","DL",1146
"11622","DL",1690
"11623","DL",8
"11624","DL",50
"11625","DL",601
"11626","DL",910
"11627","DL",1146
"11628","DL",1690
"11629","DL",8
"11630","DL",50
"11631","DL",601
"11632","DL",1146
"11633","DL",1690
"11634","DL",8
"11635","DL",50
"11636","DL",601
"11637","DL",910
"11638","DL",1690
"11639","DL",8
"11640","DL",50
"11641","DL",601
"11642","DL",910
"11643","DL",1146
"11644","DL",1690
"11645","DL",8
"11646","DL",50
"11647","DL",601
"11648","DL",910
"11649","DL",1146
"11650","DL",1690
"11651","DL",8
"11652","DL",50
"11653","DL",601
"11654","DL",910
"11655","DL",1146
"11656","DL",1690
"11657","DL",8
"11658","DL",50
"11659","DL",910
"11660","DL",1146
"11661","DL",1634
"11662","DL",1690
"11663","EV",4165
"11664","EV",4165
"11665","EV",4324
"11666","EV",4340
"11667","EV",4387
"11668","EV",4387
"11669","EV",4387
"11670","EV",4387
"11671","EV",4387
"11672","EV",4387
"11673","EV",4387
"11674","EV",4387
"11675","EV",4387
"11676","EV",4387
"11677","EV",4387
"11678","EV",4387
"11679","EV",4387
"11680","EV",4387
"11681","EV",4387
"11682","EV",4387
"11683","EV",4387
"11684","EV",4387
"11685","EV",4387
"11686","EV",4490
"11687","EV",4490
"11688","EV",4490
"11689","EV",4490
"11690","EV",4625
"11691","EV",4625
"11692","EV",4625
"11693","EV",4625
"11694","EV",4631
"11695","EV",4631
"11696","EV",4631
"11697","EV",4631
"11698","EV",4631
"11699","EV",4631
"11700","EV",4631
"11701","EV",4631
"11702","EV",4631
"11703","EV",4631
"11704","EV",4631
"11705","EV",4631
"11706","EV",4631
"11707","EV",4631
"11708","EV",4631
"11709","EV",4631
"11710","EV",4631
"11711","EV",4916
"11712","EV",4916
"11713","EV",4916
"11714","EV",4916
"11715","EV",4916
"11716","EV",4916
"11717","EV",4916
"11718","EV",4916
"11719","EV",4916
"11720","EV",4916
"11721","EV",4916
"11722","EV",4916
"11723","EV",4916
"11724","EV",4916
"11725","EV",4916
"11726","EV",4916
"11727","EV",4916
"11728","EV",4916
"11729","EV",4916
"11730","F9",147
"11731","F9",406
"11732","F9",2141
"11733","F9",147
"11734","F9",141
"11735","F9",406
"11736","F9",147
"11737","F9",141
"11738","F9",406
"11739","F9",147
"11740","F9",141
"11741","F9",406
"11742","F9",141
"11743","F9",147
"11744","F9",145
"11745","F9",141
"11746","F9",145
"11747","F9",147
"11748","F9",141
"11749","F9",145
"11750","F9",141
"11751","F9",147
"11752","F9",147
"11753","F9",145
"11754","F9",141
"11755","F9",145
"11756","F9",141
"11757","F9",145
"11758","F9",145
"11759","F9",145
"11760","F9",145
"11761","F9",145
"11762","F9",145
"11763","F9",145
"11764","F9",145
"11765","F9",145
"11766","F9",145
"11767","F9",145
"11768","F9",145
"11769","F9",145
"11770","F9",145
"11771","F9",145
"11772","F9",145
"11773","F9",145
"11774","F9",145
"11775","F9",145
"11776","F9",145
"11777","F9",145
"11778","FL",290
"11779","FL",295
"11780","FL",296
"11781","FL",293
"11782","FL",294
"11783","FL",290
"11784","FL",295
"11785","FL",293
"11786","FL",294
"11787","FL",290
"11788","FL",295
"11789","FL",296
"11790","FL",293
"11791","FL",294
"11792","FL",290
"11793","FL",295
"11794","FL",296
"11795","FL",293
"11796","FL",294
"11797","FL",290
"11798","FL",295
"11799","FL",296
"11800","FL",294
"11801","FL",290
"11802","FL",295
"11803","FL",296
"11804","FL",293
"11805","FL",294
"11806","FL",290
"11807","FL",295
"11808","FL",296
"11809","FL",293
"11810","FL",294
"11811","FL",290
"11812","FL",295
"11813","FL",296
"11814","FL",293
"11815","FL",290
"11816","FL",295
"11817","FL",296
"11818","FL",293
"11819","FL",290
"11820","FL",295
"11821","FL",296
"11822","FL",293
"11823","FL",295
"11824","FL",296
"11825","FL",293
"11826","FL",290
"11827","FL",295
"11828","FL",296
"11829","FL",290
"11830","FL",295
"11831","FL",296
"11832","FL",293
"11833","FL",290
"11834","FL",296
"11835","FL",293
"11836","FL",290
"11837","FL",295
"11838","FL",296
"11839","FL",293
"11840","FL",290
"11841","FL",295
"11842","FL",296
"11843","FL",293
"11844","FL",290
"11845","FL",295
"11846","FL",296
"11847","FL",293
"11848","FL",290
"11849","FL",295
"11850","FL",296
"11851","FL",293
"11852","FL",290
"11853","FL",295
"11854","FL",296
"11855","FL",290
"11856","FL",295
"11857","FL",296
"11858","FL",293
"11859","FL",290
"11860","FL",295
"11861","FL",296
"11862","FL",293
"11863","FL",290
"11864","FL",295
"11865","FL",296
"11866","FL",293
"11867","FL",290
"11868","FL",295
"11869","FL",296
"11870","FL",293
"11871","FL",290
"11872","FL",295
"11873","FL",296
"11874","FL",293
"11875","FL",290
"11876","FL",295
"11877","FL",296
"11878","FL",293
"11879","FL",290
"11880","FL",295
"11881","FL",296
"11882","FL",290
"11883","FL",295
"11884","FL",296
"11885","FL",293
"11886","FL",290
"11887","FL",295
"11888","FL",296
"11889","FL",293
"11890","FL",290
"11891","FL",295
"11892","FL",296
"11893","FL",293
"11894","FL",290
"11895","FL",295
"11896","FL",296
"11897","FL",293
"11898","FL",290
"11899","FL",295
"11900","FL",296
"11901","FL",293
"11902","MQ",3402
"11903","MQ",3402
"11904","MQ",3402
"11905","MQ",3402
"11906","MQ",3402
"11907","MQ",3402
"11908","MQ",3402
"11909","MQ",3402
"11910","MQ",3402
"11911","MQ",3402
"11912","MQ",3402
"11913","MQ",3402
"11914","MQ",3402
"11915","MQ",3402
"11916","MQ",3402
"11917","MQ",3402
"11918","MQ",3402
"11919","MQ",3402
"11920","MQ",3402
"11921","MQ",3402
"11922","MQ",3402
"11923","MQ",3402
"11924","MQ",3402
"11925","MQ",3402
"11926","MQ",3402
"11927","MQ",3402
"11928","MQ",3402
"11929","MQ",3402
"11930","MQ",3402
"11931","MQ",3402
"11932","MQ",3402
"11933","MQ",3526
"11934","MQ",3526
"11935","MQ",3526
"11936","MQ",3526
"11937","MQ",3526
"11938","MQ",3526
"11939","MQ",3526
"11940","MQ",3526
"11941","MQ",3526
"11942","MQ",3526
"11943","MQ",3526
"11944","MQ",3526
"11945","MQ",3526
"11946","MQ",3526
"11947","MQ",3526
"11948","MQ",3526
"11949","MQ",3526
"11950","MQ",3526
"11951","MQ",3526
"11952","MQ",3526
"11953","MQ",3526
"11954","MQ",3526
"11955","MQ",3526
"11956","MQ",3526
"11957","MQ",3526
"11958","MQ",3526
"11959","MQ",3526
"11960","MQ",3526
"11961","MQ",3526
"11962","MQ",3526
"11963","MQ",3526
"11964","MQ",3574
"11965","MQ",3574
"11966","MQ",3574
"11967","MQ",3574
"11968","MQ",3574
"11969","MQ",3574
"11970","MQ",3574
"11971","MQ",3574
"11972","MQ",3574
"11973","MQ",3574
"11974","MQ",3574
"11975","MQ",3574
"11976","MQ",3574
"11977","MQ",3574
"11978","MQ",3574
"11979","MQ",3574
"11980","MQ",3574
"11981","MQ",3574
"11982","MQ",3574
"11983","MQ",3574
"11984","MQ",3574
"11985","MQ",3574
"11986","MQ",3574
"11987","MQ",3574
"11988","MQ",3574
"11989","MQ",3574
"11990","MQ",3574
"11991","MQ",3574
"11992","MQ",3574
"11993","MQ",3574
"11994","MQ",3574
"11995","MQ",3582
"11996","MQ",3582
"11997","MQ",3582
"11998","MQ",3582
"11999","MQ",3582
"12000","MQ",3582
"12001","MQ",3582
"12002","MQ",3582
"12003","MQ",3582
"12004","MQ",3582
"12005","MQ",3582
"12006","MQ",3582
"12007","MQ",3582
"12008","MQ",3582
"12009","MQ",3582
"12010","MQ",3582
"12011","MQ",3582
"12012","MQ",3582
"12013","MQ",3582
"12014","MQ",3582
"12015","MQ",3582
"12016","MQ",3582
"12017","MQ",3582
"12018","MQ",3582
"12019","MQ",3582
"12020","MQ",3582
"12021","MQ",3582
"12022","MQ",3582
"12023","MQ",3582
"12024","MQ",3582
"12025","MQ",3582
"12026","MQ",3760
"12027","MQ",3760
"12028","MQ",3760
"12029","MQ",3760
"12030","MQ",3760
"12031","MQ",3760
"12032","MQ",3760
"12033","MQ",3760
"12034","MQ",3760
"12035","MQ",3760
"12036","MQ",3760
"12037","MQ",3760
"12038","MQ",3760
"12039","MQ",3760
"12040","MQ",3760
"12041","MQ",3760
"12042","MQ",3760
"12043","MQ",3760
"12044","MQ",3760
"12045","MQ",3760
"12046","MQ",3760
"12047","MQ",3760
"12048","MQ",3760
"12049","MQ",3760
"12050","MQ",3760
"12051","MQ",3760
"12052","MQ",3760
"12053","MQ",3760
"12054","MQ",3760
"12055","MQ",3760
"12056","MQ",3760
"12057","MQ",3798
"12058","MQ",3798
"12059","MQ",3798
"12060","MQ",3798
"12061","MQ",3798
"12062","MQ",3798
"12063","MQ",3798
"12064","MQ",3798
"12065","MQ",3798
"12066","MQ",3798
"12067","MQ",3798
"12068","MQ",3798
"12069","MQ",3798
"12070","MQ",3798
"12071","MQ",3798
"12072","MQ",3798
"12073","MQ",3798
"12074","MQ",3798
"12075","MQ",3798
"12076","MQ",3798
"12077","MQ",3798
"12078","MQ",3798
"12079","MQ",3798
"12080","MQ",3798
"12081","MQ",3798
"12082","MQ",3798
"12083","MQ",3798
"12084","MQ",3798
"12085","MQ",3798
"12086","MQ",3798
"12087","MQ",3798
"12088","NW",1152
"12089","NW",1152
"12090","NW",1152
"12091","NW",1152
"12092","NW",1152
"12093","NW",1152
"12094","NW",1152
"12095","NW",1152
"12096","NW",1152
"12097","NW",1152
"12098","NW",1152
"12099","NW",1152
"12100","NW",1152
"12101","NW",1152
"12102","NW",1152
"12103","NW",1152
"12104","NW",1152
"12105","NW",1152
"12106","NW",1152
"12107","NW",1152
"12108","NW",1152
"12109","NW",1152
"12110","NW",1152
"12111","NW",1152
"12112","NW",1152
"12113","NW",1152
"12114","NW",1152
"12115","NW",1152
"12116","NW",1152
"12117","NW",1152
"12118","NW",1152
"12119","NW",1154
"12120","NW",1154
"12121","NW",1154
"12122","NW",1154
"12123","NW",1154
"12124","NW",1154
"12125","NW",1154
"12126","NW",1154
"12127","NW",1154
"12128","NW",1154
"12129","NW",1154
"12130","NW",1154
"12131","NW",1154
"12132","NW",1154
"12133","NW",1154
"12134","NW",1154
"12135","NW",1154
"12136","NW",1154
"12137","NW",1154
"12138","NW",1154
"12139","NW",1154
"12140","NW",1154
"12141","NW",1154
"12142","NW",1154
"12143","NW",1154
"12144","NW",1154
"12145","NW",1154
"12146","NW",1154
"12147","NW",1156
"12148","NW",1156
"12149","NW",1156
"12150","NW",1156
"12151","NW",1156
"12152","NW",1156
"12153","NW",1156
"12154","NW",1156
"12155","NW",1156
"12156","NW",1156
"12157","NW",1156
"12158","NW",1156
"12159","NW",1156
"12160","NW",1156
"12161","NW",1588
"12162","NW",1588
"12163","NW",1588
"12164","NW",1588
"12165","NW",1588
"12166","NW",1588
"12167","NW",1626
